a,b,c
0,1279.52662390432,0.689968245630556
0.150154154154154,1214.20086072369,0.695919031438105
0.300308308308308,1148.23142852574,0.701937876237319
0.450462462462462,1081.82677117,0.708101677952989
0.600616616616617,1012.23912615143,0.714301763761653
0.750770770770771,940.123103676546,0.72039901540558
0.900924924924925,872.23687924945,0.726554602069008
1.05107907907908,806.47611919301,0.732768522873003
1.20123323323323,741.218754411681,0.739040777142115
1.35138738738739,675.08640666063,0.745361231586768
1.50154154154154,606.05570458644,0.751609202338564
1.6516956956957,534.368684481744,0.757923269676642
1.80184984984985,460.61157093329,0.764303433076377
1.952004004004,385.830071189442,0.770749692018353
2.10215815815816,311.529375160185,0.777262045988355
2.25231231231231,239.674155417116,0.783840494477372
2.40246646646647,172.688567193455,0.790485036981607
2.55262062062062,113.456248384035,0.797195673002455
2.70277477477477,65.3203195453076,0.803972402046527
2.85292892892893,32.0833838953419,0.810815223625632
3.00308308308308,57.0254031885233,0.817744762943472
3.15323723723724,127.697671403894,0.824736773287446
3.30339139139139,232.353858118764,0.831781680266768
3.45354554554555,324.22963080174,0.839019175969918
3.6036996996997,401.566082230112,0.846350053042941
3.75385385385385,452.62692066391,0.853591483137592
3.90400800800801,515.648652419059,0.860822089490986
4.05416216216216,585.624704601536,0.868107917501822
4.20431631631632,655.108739883432,0.875495425340807
4.35447047047047,724.100609260212,0.882947118924734
4.50462462462462,792.600172852664,0.890462980150463
4.65477877877878,860.607299906902,0.898042991847058
4.80493293293293,928.121868794365,0.905687137775794
4.95508708708709,995.143767011817,0.913395402630151
5.10524124124124,1061.67289118134,0.921167772035822
5.2553953953954,1127.70914705035,0.929004232550706
5.40554954954955,1193.22461831052,0.93690477166491
5.5557037037037,1257.53784281918,0.944607206699834
5.70585785785786,1321.34024824263,0.952338330681761
5.85601201201201,1384.63185006492,0.960146708629061
6.00616616616617,1447.41264353888,0.968032316768807
6.15632032032032,1509.68260368609,0.97599513204584
6.30647447447447,1571.44168529688,0.984035132122788
6.45662862862863,1632.68982293037,0.992152295380057
6.60678278278278,1693.42693091442,1.00034660091583
6.75693693693694,1753.65290334565,1.00861802854607
6.90709109109109,1813.36761408947,1.01696655880453
7.05724524524525,1872.57091678001,1.02539217294272
7.2073993993994,1931.2626448202,1.03389485292995
7.35755355355355,1989.44261138172,1.0424750179559
7.50770770770771,2046.3219376205,1.05118898563962
7.65786186186186,2102.19155676768,1.05993460814915
7.80801601601602,2157.46788716213,1.0687118528342
7.95817017017017,2212.15058770249,1.07752068946613
8.10832432432432,2264.62590332666,1.08679167371158
8.25847847847848,2315.54689050422,1.09630873356991
8.40863263263263,2365.74171033228,1.10592135702909
8.55878678678679,2415.21025996527,1.11562954349175
8.70894094094094,2463.95245044396,1.12543329266303
8.8590950950951,2511.96820669551,1.13533260455051
9.00924924924925,2559.25746753338,1.14489789689342
9.1594034034034,2604.51907727121,1.15441929767028
9.30955755755756,2648.94310880302,1.16386752952615
9.45971171171171,2692.66389663358,1.17348979970626
9.60986586586587,2734.91937026505,1.18323330309287
9.76002002002002,2775.80972261609,1.19305517427525
9.91017417417417,2815.72479677629,1.20295541626961
10.0603283283283,2854.42873166005,1.21293403300067
10.2104824824825,2890.91438011722,1.22299102930164
10.3606366366366,2926.40150459689,1.23312641091424
10.5107907907908,2960.89015639826,1.24334018448868
10.6609449449449,2994.38038752655,1.25363235758366
10.8110990990991,3026.87225069297,1.26400293866639
10.9612532532533,3056.21050332859,1.27445193711259
11.1114074074074,3084.28092204256,1.28497936320646
11.2615615615616,3111.1866266622,1.29558522814071
11.4117157157157,3136.92759569687,1.30626954401654
11.5618698698699,3161.5038119408,1.31703232384367
11.712024024024,3184.91526247306,1.32787358154029
11.8621781781782,3207.16193865748,1.33879333193311
12.0123323323323,3228.24383614281,1.34979159075733
12.1624864864865,3248.16095486255,1.36124986966441
12.3126406406406,3266.9132990351,1.37336444817883
12.4627947947948,3284.50087716363,1.38557861353787
12.6129489489489,3300.54443990881,1.39789236401187
12.7631031031031,3312.66345438841,1.41030569879907
12.9132572572573,3323.70911517723,1.42281861802559
13.0634114114114,3333.68135138503,1.43543112274547
13.2135655655656,3342.58012839499,1.44814321494067
13.3637197197197,3350.40544786371,1.460954897521
13.5138738738739,3357.15734772124,1.47386617432422
13.664028028028,3362.83590217104,1.48687705011597
13.8141821821822,3367.44122169002,1.49998753058979
13.9643363363363,3370.97345302848,1.51319762236714
14.1144904904905,3373.43277921022,1.52650733299737
14.2646446446446,3374.81941953238,1.53991667095772
14.4147987987988,3374.98452541397,1.55342055292821
14.564952952953,3372.07686348805,1.56615317003724
14.7151071071071,3367.97070490332,1.57896867967991
14.8652612612613,3362.66607136193,1.59186707820787
15.0154154154154,3356.16301267304,1.60484836166816
15.1655695695696,3346.02616459384,1.61791252580331
15.3157237237237,3334.1893528871,1.63105956605127
15.4658778778779,3321.28156224442,1.64437721586305
15.616032032032,3307.30279343844,1.65788512182474
15.7661861861862,3292.25304730328,1.67149920450642
15.9163403403403,3276.13232473461,1.68521944598848
16.0664944944945,3256.53498349424,1.69921941620855
16.2166486486486,3234.40171059355,1.71384562930875
16.3668028028028,3211.821195479,1.72875136675589
16.516956956957,3188.79317879322,1.74393703745882
16.6671111111111,3164.26170589946,1.75869415978512
16.8172652652653,3137.61167272751,1.77236904505374
16.9674194194194,3110.0001759392,1.78620950357884
17.1175735735736,3081.42720612941,1.80021555054417
17.2677277277277,3051.89276072437,1.8143872031227
17.4178818818819,3021.39684398174,1.82872448047666
17.568036036036,2989.93946699051,1.84322740375752
17.7181901901902,2957.52064767111,1.85789599610599
17.8683443443443,2924.14041077531,1.87273028265203
18.0184984984985,2889.79878788628,1.88773029051484
18.1686526526526,2853.91071683388,1.90289604880286
18.3188068068068,2816.00601426571,1.91822758861379
18.468960960961,2777.17980265621,1.93372494303454
18.6191151151151,2737.43225017325,1.94938814714131
18.7692692692693,2696.76352290229,1.96534930618381
18.9194234234234,2655.17378484633,1.98159078820249
19.0695775775776,2612.66319792592,1.99803138045617
19.2197317317317,2568.38244603881,2.01509419929509
19.3698858858859,2522.86718783697,2.0332361109346
