a,b,c,d
10,0,0,1415.83498470333
10,0,0.150154154154154,1397.90359409505
10,0,0.300308308308308,1377.08166680181
10,0,0.450462462462462,1353.28078205356
10,0,0.600616616616617,1326.42257019155
10,0,0.750770770770771,1296.4387126683
10,0,0.900924924924925,1263.27094204757
10,0,1.05107907907908,1226.87104200443
10,0,1.20123323323323,1187.20084732518
10,0,1.35138738738739,1144.23224390742
10,0,1.50154154154154,1097.94716875999
10,0,1.6516956956957,1048.33761000302
10,0,1.80184984984985,995.405606867909
10,0,1.952004004004,939.163249697305
10,0,2.10215815815816,879.632679945141
10,0,2.25231231231231,816.846090176613
10,0,2.40246646646647,750.845724068187
10,0,2.55262062062062,681.683876407599
10,0,2.70277477477477,609.422893093852
10,0,2.85292892892893,534.135171137215
10,0,3.00308308308308,455.903158659231
10,0,3.15323723723724,374.799120346731
10,0,3.30339139139139,290.188764136345
10,0,3.45354554554555,202.299116312947
10,0,3.6036996996997,111.152605166655
10,0,3.75385385385385,78.0925203948376
10,0,3.90400800800801,107.252836150307
10,0,4.05416216216216,174.341985127893
10,0,4.20431631631632,249.63611549309
10,0,4.35447047047047,327.863976494494
10,0,4.50462462462462,406.219395523218
10,0,4.65477877877878,484.534120570281
10,0,4.80493293293293,560.295010132646
10,0,4.95508708708709,633.507549413808
10,0,5.10524124124124,704.176133107953
10,0,5.2553953953954,772.304065399953
10,0,5.40554954954955,837.893559965378
10,0,5.5557037037037,900.945739970481
10,0,5.70585785785786,961.460638072211
10,0,5.85601201201201,1019.4371964182
10,0,6.00616616616617,1074.87326664678
10,0,6.15632032032032,1127.76560988696
10,0,6.30647447447447,1178.10989675845
10,0,6.45662862862863,1225.90070737165
10,0,6.60678278278278,1260.47800077993
10,0,6.75693693693694,1288.26825591899
10,0,6.90709109109109,1312.54107066768
10,0,7.05724524524525,1333.29555197861
10,0,7.2073993993994,1350.53070596926
10,0,7.35755355355355,1357.99918986582
10,0,7.50770770770771,1360.20124718049
10,0,7.65786186186186,1357.95131038352
10,0,7.80801601601602,1351.25042366545
10,0,7.95817017017017,1340.09924422855
10,0,8.10832432432432,1324.49804228679
10,0,8.25847847847848,1304.44670106585
10,0,8.40863263263263,1282.78624234493
10,0,8.55878678678679,1257.04625694395
10,0,8.70894094094094,1227.15006481508
10,0,8.8590950950951,1193.09587472958
10,0,9.00924924924925,1145.64361458778
10,0,9.1594034034034,1094.00710867239
10,0,9.30955755755756,1038.80071675541
10,0,9.45971171171171,980.027684854945
10,0,9.60986586586587,911.83790978136
10,0,9.76002002002002,839.416987155481
10,0,9.91017417417417,751.695281512094
10,0,10.0603283283283,672.693906182545
10,0,10.2104824824825,597.474733255756
10,0,10.3606366366366,521.1207956649
10,0,10.5107907907908,441.065680833376
10,0,10.6609449449449,357.093530674823
10,0,10.8110990990991,271.339041593109
10,0,10.9612532532533,188.287464482334
10,0,11.1114074074074,114.774604726837
10,0,11.2615615615616,59.9868222011817
10,0,11.4117157157157,49.471112687051
10,0,11.5618698698699,129.141931795056
10,0,11.712024024024,220.783631397699
10,0,11.8621781781782,309.809964582458
10,0,12.0123323323323,395.626549878381
10,0,12.1624864864865,478.048037900714
10,0,12.3126406406406,556.958559021448
10,0,12.4627947947948,632.311723369322
10,0,12.6129489489489,704.130620829816
10,0,12.7631031031031,772.507821045153
10,0,12.9132572572573,837.605373414303
10,0,13.0634114114114,899.654807092973
10,0,13.2135655655656,958.967239840528
10,0,13.3637197197197,1016.45546589028
10,0,13.5138738738739,1072.25903354355
10,0,13.664028028028,1126.53802207066
10,0,13.8141821821822,1178.5550444402
10,0,13.9643363363363,1228.2910215622
10,0,14.1144904904905,1275.74599228959
10,0,14.2646446446446,1320.91978320357
10,0,14.4147987987988,1357.66956797275
10,0,14.564952952953,1381.7922700635
10,0,14.7151071071071,1383.78290993943
10,0,14.8652612612613,1384.33139268174
10,0,15.0154154154154,1381.4672920664
10,0,15.1655695695696,1374.34991666775
10,0,15.3157237237237,1362.97730566158
10,0,15.4658778778779,1347.34792228836
10,0,15.616032032032,1327.46065385324
10,0,15.7661861861862,1303.31481172605
10,0,15.9163403403403,1274.91013134126
10,0,16.0664944944945,1242.09333447567
10,0,16.2166486486486,1204.97318242748
10,0,16.3668028028028,1163.60708910132
10,0,16.516956956957,1117.99620452478
10,0,16.6671111111111,1067.81423445248
10,0,16.8172652652653,1009.01929009169
10,0,16.9674194194194,947.215007413918
10,0,17.1175735735736,883.310638050733
10,0,17.2677277277277,817.309360456877
10,0,17.4178818818819,749.212125022188
10,0,17.568036036036,684.526252327257
10,0,17.7181901901902,610.126792796705
10,0,17.8683443443443,526.458219325859
10,0,18.0184984984985,437.166498986278
10,0,18.1686526526526,347.79041944423
10,0,18.3188068068068,263.59886570997
10,0,18.468960960961,183.544814067892
10,0,18.6191151151151,121.007756465167
10,0,18.7692692692693,85.356744598815
10,0,18.9194234234234,86.6187365504192
10,0,19.0695775775776,135.478596786121
10,0,19.2197317317317,228.933620199038
10,0,19.3698858858859,321.033090369837
10,0,19.52004004004,410.901961780293
10,0,19.6701941941942,495.917527778252
10,0,19.8203483483483,575.013100411708
10,0,19.9705025025025,648.678010428787
10,0,20.1206566566567,724.456839936856
10,0,20.2708108108108,798.678331693969
10,0,20.420964964965,869.027084226094
10,0,20.5711191191191,935.50333549799
10,0,20.7212732732733,998.10747848688
10,0,20.8714274274274,1056.84006118242
10,0,21.0215815815816,1111.70178658671
10,0,21.1717357357357,1160.84287736311
10,0,21.3218898898899,1206.18755378405
10,0,21.472044044044,1247.04578809282
10,0,21.6221981981982,1274.27066020062
10,0,21.7723523523523,1297.78008808587
10,0,21.9225065065065,1317.57823600315
10,0,22.0726606606607,1333.66957307315
10,0,22.2228148148148,1346.0588732826
10,0,22.372968968969,1354.75121548433
10,0,22.5231231231231,1359.75198339722
10,0,22.6732772772773,1361.06686560625
10,0,22.8234314314314,1358.74506359011
10,0,22.9735855855856,1352.36087160897
10,0,23.1237397397397,1341.80519434701
10,0,23.2738938938939,1327.07900485591
10,0,23.424048048048,1304.14276733003
10,0,23.5742022022022,1265.05527191769
10,0,23.7243563563564,1222.82733443945
10,0,23.8745105105105,1177.460307311
10,0,24.0246646646647,1127.94366676804
10,0,24.1748188188188,1074.9459177804
10,0,24.324972972973,1018.95600200939
10,0,24.4751271271271,959.971771700197
10,0,24.6252812812813,931.305902800896
10,0,24.7754354354354,877.836187502912
10,0,24.9255895895896,798.208730236084
10,0,25.0757437437437,701.580014061666
10,0,25.2258978978979,596.131657891516
10,0,25.3760520520521,489.070416488095
10,0,25.5262062062062,390.016653550043
10,0,25.6763603603604,305.638538021053
10,0,25.8265145145145,231.972556153693
10,0,25.9766686686687,171.708461480417
10,0,26.1268228228228,127.676047781022
10,0,26.276976976977,102.84514908264
10,0,26.4271311311311,100.325639659754
10,0,26.5772852852853,123.367434034181
10,0,26.7274394394394,175.360486975082
10,0,26.8775935935936,259.834793498954
10,0,27.0277477477477,380.460388869645
10,0,27.1779019019019,529.619079432399
10,0,27.3280560560561,613.864570850673
10,0,27.4782102102102,665.143277407324
10,0,27.6283643643644,739.43765337018
10,0,27.7785185185185,810.656331911961
10,0,27.9286726726727,878.798342256982
10,0,28.0788268268268,942.486548533183
10,0,28.228980980981,1002.75334496157
10,0,28.3791351351351,1058.70112563159
10,0,28.5292892892893,1105.43666692573
10,0,28.6794434434434,1148.06920712688
10,0,28.8295975975976,1186.5991666399
10,0,28.9797517517518,1221.02699226413
10,0,29.1299059059059,1251.35315719336
10,0,29.2800600600601,1277.57816101585
10,0,29.4302142142142,1299.70252971434
10,0,29.5803683683684,1317.726815666
10,0,29.7305225225225,1332.07450402296
10,0,29.8806766766767,1342.95114124181
10,0,30.0308308308308,1349.71767560659
10,0,30.180984984985,1352.3743053881
10,0,30.3311391391391,1350.92116984424
10,0,30.4812932932933,1338.54581572469
10,0,30.6314474474474,1321.96253320125
10,0,30.7816016016016,1301.30592319727
10,0,30.9317557557558,1276.10318330455
10,0,31.0819099099099,1246.35505973235
10,0,31.2320640640641,1212.06273084719
10,0,31.3822182182182,1171.52997841561
10,0,31.5323723723724,1115.19155613031
10,0,31.6825265265265,1059.01815706534
10,0,31.8326806806807,1001.96456415412
10,0,31.9828348348348,943.160412083831
10,0,32.132988988989,881.910187295459
10,0,32.2831431431431,817.693227983742
10,0,32.4332972972973,750.163724097216
10,0,32.5834514514515,679.150717338179
10,0,32.7336056056056,600.306818484888
10,0,32.8837597597598,466.959083773326
10,0,33.0339139139139,362.770540785916
10,0,33.1840680680681,271.384662402614
10,0,33.3342222222222,196.088558803898
10,0,33.4843763763764,139.758506629108
10,0,33.6345305305305,104.85994897644
10,0,33.7846846846847,93.4474954029289
10,0,33.9348388388388,107.164921924459
10,0,34.084992992993,147.245171015762
10,0,34.2351471471471,214.510351610424
10,0,34.3853013013013,309.371739100862
10,0,34.5354554554555,421.074833694736
10,0,34.6856096096096,501.290397980903
10,0,34.8357637637638,579.423576525606
10,0,34.9859179179179,655.469247610092
10,0,35.1360720720721,725.83530930555
10,0,35.2862262262262,792.688259800062
10,0,35.4363803803804,856.68542664154
10,0,35.5865345345345,917.821428005922
10,0,35.7366886886887,976.091269558621
10,0,35.8868428428428,1031.49034445449
10,0,36.036996996997,1084.01443333784
10,0,36.1871511511512,1133.65970434243
10,0,36.3373053053053,1180.42271309149
10,0,36.4874594594595,1224.30040269768
10,0,36.6376136136136,1265.29010376313
10,0,36.7877677677678,1303.38953437941
10,0,36.9379219219219,1338.59680012757
10,0,37.0880760760761,1370.91039407808
10,0,37.2382302302302,1383.20646090606
10,0,37.3883843843844,1388.27152152651
10,0,37.5385385385385,1388.5030457768
10,0,37.6886926926927,1383.58413422201
10,0,37.8388468468468,1374.3619238119
10,0,37.989001001001,1360.83269649402
10,0,38.1391551551552,1342.99314636775
10,0,38.2893093093093,1320.84037968429
10,0,38.4394634634635,1290.72594119184
10,0,38.5896176176176,1252.12320097782
10,0,38.7397717717718,1210.16546797861
10,0,38.8899259259259,1164.85246404713
10,0,39.0400800800801,1116.18299283173
10,0,39.1902342342342,1062.8758381809
10,0,39.3403883883884,1005.93847403154
10,0,39.4905425425425,945.708945873348
10,0,39.6406966966967,882.188114453746
10,0,39.7908508508509,815.377234934993
10,0,39.941005005005,745.277956894253
10,0,40.0911591591592,670.887265204692
10,0,40.2413133133133,593.004456782786
10,0,40.3914674674675,512.891436183621
10,0,40.5416216216216,427.56281939042
10,0,40.6917757757758,337.365441052753
10,0,40.8419299299299,245.978354486486
10,0,40.9920840840841,160.412831673854
10,0,41.1422382382382,84.0805661684139
10,0,41.2923923923924,62.4358616017347
10,0,41.4425465465465,92.8892422381402
10,0,41.5927007007007,161.590093570047
10,0,41.7428548548549,255.472311086046
10,0,41.893009009009,360.906054432208
10,0,42.0431631631632,464.317954911647
10,0,42.1933173173173,552.19111548447
10,0,42.3434714714715,611.06511076784
10,0,42.4936256256256,661.160563826724
10,0,42.6437797797798,736.049736836029
10,0,42.7939339339339,807.912232734297
10,0,42.9440880880881,876.746003171695
10,0,43.0942422422422,942.549792983263
10,0,43.2443963963964,1005.3231401889
10,0,43.3945505505505,1065.06637599337
10,0,43.5447047047047,1121.78062478632
10,0,43.6948588588589,1169.95204472617
10,0,43.845013013013,1209.28001015285
10,0,43.9951671671672,1242.89042943362
10,0,44.1453213213213,1272.49015549779
10,0,44.2954754754755,1298.07774654268
10,0,44.4456296296296,1318.07634359552
10,0,44.5957837837838,1334.26021059456
10,0,44.7459379379379,1346.76792874932
10,0,44.8960920920921,1355.59930002036
10,0,45.0462462462462,1360.75463760118
10,0,45.1964004004004,1362.23476591824
10,0,45.3465545545546,1360.04102063097
10,0,45.4967087087087,1352.3129114032
10,0,45.6468628628629,1335.30165646221
10,0,45.797017017017,1309.73944303253
10,0,45.9471711711712,1280.09214078096
10,0,46.0973253253253,1246.35723409386
10,0,46.2474794794795,1208.53254815175
10,0,46.3976336336336,1166.61624892926
10,0,46.5477877877878,1119.69472837367
10,0,46.6979419419419,1058.23859084305
10,0,46.8480960960961,994.943132545873
10,0,46.9982502502503,929.812221818276
10,0,47.1484044044044,862.849562887522
10,0,47.2985585585586,794.058695872014
10,0,47.4487127127127,723.44299678128
10,0,47.5988668668669,651.028416297567
10,0,47.749021021021,576.218884563363
10,0,47.8991751751752,498.936427511463
10,0,48.0493293293293,419.185399137216
10,0,48.1994834834835,336.970318777441
10,0,48.3496376376376,191.468312009294
10,0,48.4997917917918,95.0717323632155
10,0,48.6499459459459,57.4566992761252
10,0,48.8001001001001,63.2940914549944
10,0,48.9502542542542,100.940326382557
10,0,49.1004084084084,165.37022313794
10,0,49.2505625625626,251.495719470771
10,0,49.4007167167167,350.372751202627
10,0,49.5508708708709,455.442920279283
10,0,49.701025025025,559.893966203892
10,0,49.8511791791792,656.659766036959
10,0,50.0013333333333,738.420334396389
10,0,50.1514874874875,786.503615669821
10,0,50.3016416416416,820.1037464343
10,0,50.4517957957958,885.747097927623
10,0,50.6019499499499,947.67620083812
10,0,50.7521041041041,1005.88978515732
10,0,50.9022582582583,1060.38660863998
10,0,51.0524124124124,1111.16545680408
10,0,51.2025665665666,1159.03015782362
10,0,51.3527207207207,1203.50878630588
10,0,51.5028748748749,1239.64802600586
10,0,51.653029029029,1270.95802179956
10,0,51.8031831831832,1297.93956420452
10,0,51.9533373373373,1320.59247858803
10,0,52.1034914914915,1338.93557458098
10,0,52.2536456456456,1353.86733246118
10,0,52.4037997997998,1364.67790313928
10,0,52.553953953954,1371.3694674492
10,0,52.7041081081081,1373.94413403244
10,0,52.8542622622623,1357.88381638009
10,0,53.0044164164164,1333.24792367157
10,0,53.1545705705706,1305.40207683803
10,0,53.3047247247247,1274.34696453895
10,0,53.4548788788789,1240.08324043965
10,0,53.605033033033,1202.61152321127
10,0,53.7551871871872,1161.93239653082
10,0,53.9053413413413,1118.04640908112
10,0,54.0554954954955,1070.95407455085
10,0,54.2056496496496,1020.65587163452
10,0,54.3558038038038,967.152244032494
10,0,54.505957957958,910.443600450956
10,0,54.6561121121121,850.530314601943
10,0,54.8062662662663,787.412725203333
10,0,54.9564204204204,721.091135978832
10,0,55.1065745745746,651.565815658
10,0,55.2567287287287,578.836997976229
10,0,55.4068828828829,502.904881674759
10,0,55.557037037037,423.769630500657
10,0,55.7071911911912,340.40260330775
10,0,55.8573453453453,202.736815823201
10,0,56.0074994994995,85.8310985304532
10,0,56.1576536536537,51.1358909572585
10,0,56.3078078078078,62.8841697971828
10,0,56.457961961962,107.112556482385
10,0,56.6081161161161,174.157342157576
10,0,56.7582702702703,255.684209391097
10,0,56.9084244244244,344.688232174889
10,0,57.0585785785786,435.493875924534
10,0,57.2087327327327,523.754997479227
10,0,57.3588868868869,606.454845101766
10,0,57.509041041041,681.906058478601
10,0,57.6591951951952,749.750668719768
10,0,57.8093493493493,810.960098358952
10,0,57.9595035035035,867.835161353439
10,0,58.1096576576576,924.006063084142
10,0,58.2598118118118,984.432400355596
10,0,58.409965965966,1055.40316139595
10,0,58.5601201201201,1125.96775822696
10,0,58.7102742742743,1168.17432225655
10,0,58.8604284284284,1206.6435397257
10,0,59.0105825825826,1241.37622628208
10,0,59.1607367367367,1272.37301885907
10,0,59.3108908908909,1299.63437567573
10,0,59.461045045045,1323.16057623686
10,0,59.6111991991992,1342.95172133294
10,0,59.7613533533533,1359.00773304019
10,0,59.9115075075075,1371.32835472051
10,0,60.0616616616617,1379.38503193389
10,0,60.2118158158158,1374.59064352485
10,0,60.36196996997,1354.48288545668
10,0,60.5121241241241,1331.64596674864
10,0,60.6622782782783,1306.53833727079
10,0,60.8124324324324,1277.94211506314
10,0,60.9625865865866,1245.85924063259
10,0,61.1127407407407,1210.2910360055
10,0,61.2628948948949,1171.23820472763
10,0,61.413049049049,1128.70083186424
10,0,61.5632032032032,1082.67838399998
10,0,61.7133573573574,1033.16970923899
10,0,61.8635115115115,980.173037204819
10,0,62.0136656656657,923.685979040488
10,0,62.1638198198198,863.705527408442
10,0,62.313973973974,800.228056490582
10,0,62.4641281281281,733.249321988253
10,0,62.6142822822823,662.764461122237
10,0,62.7644364364364,588.767992632762
10,0,62.9145905905906,511.253816779517
10,0,63.0647447447447,430.305044436691
10,0,63.2148988988989,344.8358793599
10,0,63.3650530530531,252.749186054518
10,0,63.5152072072072,163.83327872614
10,0,63.6653613613614,141.531853326596
10,0,63.8155155155155,145.310600974709
10,0,63.9656696696697,170.682898566915
10,0,64.1158238238238,213.505768243711
10,0,64.265977977978,269.979877389633
10,0,64.4161321321321,338.628576508342
10,0,64.5662862862863,419.574059600663
10,0,64.7164404404405,504.624385118474
10,0,64.8665945945946,589.278169045511
10,0,65.0167487487487,670.218334307348
10,0,65.1669029029029,745.555360744374
10,0,65.3170570570571,814.631108571232
10,0,65.4672112112112,877.310966350239
10,0,65.6173653653654,935.109375868849
10,0,65.7675195195195,990.816803073867
10,0,65.9176736736737,1048.49973807149
10,0,66.0678278278278,1113.50069512727
10,0,66.217981981982,1184.59531098379
10,0,66.3681361361361,1225.44047689099
10,0,66.5182902902903,1262.36160914863
10,0,66.6684444444444,1295.50287610291
10,0,66.8185985985986,1324.86825957123
10,0,66.9687527527527,1342.26161712158
10,0,67.1189069069069,1351.47934817582
10,0,67.2690610610611,1356.6907433454
10,0,67.4192152152152,1357.89278905181
10,0,67.5693693693694,1355.08262157757
10,0,67.7195235235235,1348.25752706622
10,0,67.8696776776777,1337.4149415223
10,0,68.0198318318318,1322.55245081136
10,0,68.169985985986,1303.66779065997
10,0,68.3201401401401,1280.75884665573
10,0,68.4702942942943,1253.82365424722
10,0,68.6204484484484,1222.94686423139
10,0,68.7706026026026,1188.37338867633
10,0,68.9207567567568,1149.78449544911
10,0,69.0709109109109,1107.17843337637
10,0,69.2210650650651,1060.55354061281
10,0,69.3712192192192,1009.41815405884
10,0,69.5213733733734,948.00461320336
10,0,69.6715275275275,874.390411698849
10,0,69.8216816816817,837.580651229649
10,0,69.9718358358358,783.252938403913
10,0,70.12198998999,669.129387618467
10,0,70.2721441441441,571.492703272614
10,0,70.4222982982983,480.325811399264
